,Öğrenci_Bilgisi,Not_Bilgisi
4114,"Johnston, Brad",67.0
4115,"Davis, Derek",55.0
4116,"Kelly, Albert",80.0
4117,"Higgins, Daniel",99.0
4118,"Russell, Victoria",59.0
4119,"Morrison, Naomi",54.0
4120,"Richards, Lily",62.0
4121,"Allen, Walter",53.0
4122,"Roberts, Lucia",85.0
4123,"Douglas, Miley",53.0
4124,"Richards, Fenton",78.0
4125,"Turner, Caroline",72.0
4126,"Payne, Brad",65.0
4127,"Hall, Marcus",75.0
4128,"Ryan, Sawyer",76.0
4129,"Brooks, Alford",75.0
4130,"Alexander, Catherine",100.0
4131,"Richards, Alisa",30.0
4132,"Howard, Tiana",60.0
4133,"Williams, Stuart",58.0
4134,"Cooper, Albert",83.0
4135,"Cameron, Freddie",82.0
4136,"Bailey, Kristian",45.0
4137,"Richards, Derek",51.0
4138,"Thompson, Daniel",59.0
4139,"Phillips, Justin",91.0
4140,"Hall, Vivian",66.0
4141,"Harrison, Thomas",83.0
4142,"Kelly, Nicholas",66.0
4143,"Adams, Chloe",93.0
4144,"Adams, Daisy",47.0
4145,"Casey, Maddie",61.0
4146,"Higgins, Ellia",55.0
4147,"Harper, Carlos",79.0
4148,"Alexander, Lily",69.0
4149,"Sullivan, Arnold",65.0
4150,"Spencer, Jenna",58.0
4151,"Martin, Adrian",73.0
4152,"Bailey, Ashton",89.0
4153,"Owens, Edith",48.0
4154,"Phillips, Byron",82.0
4155,"Harper, Jessica",77.0
4156,"Ferguson, Arnold",71.0
4157,"Moore, Kimberly",80.0
4158,"Barnes, Sabrina",89.0
4159,"Sullivan, Marcus",60.0
4160,"Gray, Adrianna",73.0
4161,"Kelley, Adrian",42.0
4162,"Owens, Olivia",70.0
4163,"Warren, Lilianna",81.0
4164,"Smith, Henry",68.0
4165,"Watson, Daniel",89.0
4166,"Brooks, Belinda",68.0
4167,"Payne, George",84.0
4168,"Gibson, Jenna",98.0
4169,"Stevens, Olivia",81.0
4170,"Davis, Ada",64.0
4171,"Adams, Maria",95.0
4172,"Wright, Paige",96.0
4173,"Moore, Adam",87.0
4174,"Cole, Camila",53.0
4175,"Ellis, Ada",62.0
4176,"Henderson, Adrian",86.0
4177,"Richards, Gianna",35.0
4178,"Stevens, Freddie",77.0
4179,"Johnson, Antony",34.0
4180,"Higgins, Belinda",51.0
4181,"Bailey, Paige",44.0
4182,"Fowler, Edith",51.0
4183,"Riley, Emma",100.0
4184,"Warren, Marcus",86.0
4185,"Barnes, Cherry",47.0
4186,"Miller, Spike",58.0
4187,"Reed, Bruce",85.0
4188,"Ross, Melissa",77.0
4189,"Alexander, Kellan",64.0
4190,"Elliott, Ellia",49.0
4191,"Ellis, Arnold",78.0
4192,"Barrett, Melissa",100.0
4193,"Foster, Jessica",54.0
4194,"Hawkins, Isabella",59.0
4195,"Clark, Belinda",68.0
4196,"Thompson, Martin",77.0
4197,"Allen, Wilson",81.0
4198,"Warren, Charlie",100.0
4199,"Anderson, Sawyer",100.0
4200,"Hall, Sawyer",95.0
4201,"Adams, Penelope",73.0
4202,"Phillips, Annabella",60.0
4203,"Reed, Tiana",98.0
4204,"Richards, Patrick",52.0
4205,"Barnes, Elian",68.0
4206,"Fowler, Rafael",78.0
4207,"Cooper, Anna",54.0
4208,"Scott, Carlos",74.0
4209,"Morrison, Alford",57.0
4210,"Gibson, Edith",65.0
4211,"Riley, Joyce",48.0
4212,"Owens, Garry",51.0
4213,"Fowler, Paige",85.0
4214,"Taylor, Carina",74.0
4215,"Kelley, Spike",62.0
4216,"Stewart, Lilianna",70.0
4217,"Gray, Eleanor",85.0
4218,"Wells, Arthur",95.0
4219,"Holmes, Fenton",97.0
4220,"Brown, Victor",79.0
4221,"Anderson, Agata",59.0
4222,"Riley, Penelope",82.0
4223,"Barrett, Cherry",61.0
4224,"Farrell, Valeria",79.0
4225,"Owens, Arnold",76.0
4226,"Brooks, Kelvin",67.0
4227,"Ross, Cherry",52.0
4228,"Henderson, Rafael",80.0
4229,"Johnston, Preston",78.0
4230,"Martin, Victoria",68.0
4231,"Brown, Garry",72.0
4232,"Johnston, Ryan",100.0
4233,"Anderson, Natalie",100.0
4234,"Ryan, Tyler",87.0
4235,"Watson, Amanda",41.0
4236,"Spencer, Briony",76.0
4237,"Harris, Alford",36.0
4238,"Baker, Preston",76.0
4239,"Williams, Maximilian",70.0
4240,"Wright, Olivia",73.0
4241,"Douglas, Clark",77.0
4242,"Brown, Oscar",74.0
4243,"Sullivan, Maddie",80.0
4244,"Chapman, Bruce",67.0
4245,"Kelly, Valeria",56.0
4246,"Bailey, Edith",73.0
4247,"Wilson, Aida",64.0
4248,"Spencer, Ellia",81.0
4249,"Baker, Victor",56.0
4250,"Stevens, Sarah",59.0
4251,"Bennett, Daryl",86.0
4252,"Wells, Ryan",76.0
4253,"Barnes, Aida",68.0
4254,"Anderson, Kelsey",40.0
4255,"Ellis, Samantha",39.0
4256,"Allen, Lucia",75.0
4257,"Johnston, Chloe",82.0
4258,"Cooper, Naomi",84.0
4259,"Chapman, Sarah",69.0
4260,"Kelley, Adam",100.0
4261,"Ross, Paige",87.0
4262,"Miller, Vanessa",78.0
4263,"Gray, Amber",80.0
4264,"Cameron, Adrianna",81.0
4265,"Wilson, Maddie",81.0
4266,"Ferguson, Adrian",90.0
4267,"Perkins, Kimberly",83.0
4268,"Harris, Michael",57.0
4269,"Morrison, Natalie",75.0
4270,"Dixon, Freddie",53.0
4271,"Richards, Ellia",76.0
4272,"Higgins, Aida",76.0
4273,"Ellis, Tyler",73.0
4274,"Cameron, Joyce",54.0
4275,"Reed, Sarah",67.0
4276,"Cole, Cadie",85.0
4277,"Murphy, Lana",75.0
4278,"Moore, Lily",40.0
4279,"Hall, Owen",86.0
4280,"Martin, Jasmine",85.0
4281,"Howard, Lana",62.0
4282,"Higgins, Annabella",90.0
4283,"Taylor, Catherine",56.0
4284,"Smith, Eddy",63.0
4285,"Owens, Sawyer",54.0
4286,"Williams, Jack",80.0
4287,"Tucker, Amanda",77.0
4288,"Hunt, Briony",55.0
4289,"Allen, Preston",65.0
4290,"Owens, Tess",54.0
4291,"Elliott, Stella",72.0
4292,"Clark, Abigail",52.0
4293,"Murray, Edgar",80.0
4294,"Payne, Caroline",89.0
4295,"Adams, James",94.0
4296,"Hawkins, Martin",72.0
4297,"Mitchell, Tyler",93.0
4298,"Campbell, Maximilian",100.0
4299,"Johnston, Ada",47.0
4300,"Murray, Maria",25.0
4301,"Ryan, Aida",53.0
4302,"Taylor, Anna",78.0
4303,"Wright, Byron",60.0
4304,"Williams, Reid",76.0
4305,"Jones, Sabrina",88.0
4306,"Barnes, Kellan",100.0
4307,"West, Amelia",65.0
4308,"Crawford, Daniel",100.0
4309,"Cooper, Patrick",88.0
4310,"Wells, Kimberly",86.0
4311,"Morrison, Alan",67.0
4312,"Barnes, Alexia",90.0
4313,"Cooper, Elise",74.0
4314,"Barrett, Sawyer",50.0
4315,"Miller, Brooke",91.0
4316,"Martin, Amanda",75.0
4317,"Hawkins, Briony",77.0
4318,"Gibson, Natalie",86.0
4319,"Roberts, Kelsey",100.0
4320,"Morrison, Dominik",77.0
4321,"Martin, Garry",73.0
4322,"Henderson, Samantha",40.0
4323,"Johnson, Abigail",76.0
4324,"Anderson, Carina",66.0
4325,"Howard, Ashton",100.0
4326,"Harper, Daryl",47.0
4327,"Cole, Edith",68.0
4328,"Tucker, Jared",81.0
4329,"Reed, Ted",77.0
4330,"Hill, Kelsey",62.0
4331,"Murphy, Garry",72.0
4332,"Hunt, Caroline",61.0
4333,"Reed, Daisy",79.0
4334,"Cunningham, Ted",77.0
4335,"Sullivan, Bruce",67.0
4336,"Bennett, Jack",67.0
4337,"Williams, Natalie",65.0
4338,"Owens, Bruce",89.0
4339,"Taylor, Rafael",68.0
4340,"Riley, Briony",76.0
4341,"Reed, Owen",92.0
4342,"Elliott, Maddie",100.0
4343,"Farrell, Alexia",47.0
4344,"Chapman, Victoria",95.0
4345,"Kelly, Roland",54.0
4346,"Hawkins, Alissa",42.0
4347,"Holmes, Natalie",71.0
4348,"Davis, Ryan",38.0
4349,"Phillips, Belinda",45.0
4350,"Chapman, Lucia",89.0
4351,"Carroll, Jessica",63.0
4352,"Turner, Carina",100.0
4353,"Foster, Briony",64.0
4354,"Martin, Anna",53.0
4355,"Alexander, Steven",69.0
4356,"Harris, Victor",43.0
4357,"Chapman, Garry",78.0
4358,"Russell, Jenna",96.0
4359,"Douglas, Agata",57.0
4360,"Henderson, Miley",87.0
4361,"Sullivan, Elian",83.0
4362,"Scott, George",92.0
4363,"Brown, Amanda",37.0
4364,"Chapman, David",82.0
4365,"Hawkins, Chloe",72.0
4366,"Johnson, Amanda",49.0
4367,"Foster, Brad",85.0
4368,"Johnson, David",100.0
4369,"Hawkins, George",71.0
4370,"Murray, Edith",61.0
4371,"Ferguson, Garry",47.0
4372,"Brooks, Daniel",81.0
4373,"Fowler, Aldus",68.0
4374,"Bailey, Kelvin",39.0
4375,"Carroll, Alisa",82.0
4376,"Hall, Abigail",71.0
4377,"Phillips, Arnold",100.0
4378,"Clark, Aldus",67.0
4379,"Riley, Catherine",74.0
4380,"Cole, Maddie",87.0
4381,"Barnes, Carlos",82.0
4382,"Higgins, Richard",99.0
4383,"Casey, Marcus",65.0
4384,"Douglas, Elise",100.0
4385,"Barrett, Stella",47.0
4386,"Hunt, Alford",66.0
4387,"Douglas, Tiana",76.0
4388,"Stewart, Adam",77.0
4389,"Chapman, Sabrina",91.0
4390,"Payne, Roland",77.0
4391,"Bailey, Owen",60.0
4392,"Hill, Rubie",49.0
4393,"Watson, Derek",61.0
4394,"Davis, Walter",76.0
4395,"Watson, Adam",66.0
4396,"Anderson, Maximilian",61.0
4397,"Owens, Camila",92.0
4398,"Campbell, Owen",72.0
4399,"Bennett, Antony",59.0
4400,"Armstrong, Owen",64.0
4401,"Evans, David",59.0
4402,"Fowler, Tess",66.0
4403,"Elliott, Amber",51.0
4404,"Wilson, Antony",62.0
4405,"Barnes, Victor",55.0
4406,"Turner, Tyler",78.0
4407,"Brooks, Abigail",71.0
4408,"Williams, Alexia",67.0
4409,"Perkins, Agata",78.0
4410,"Harris, Fenton",85.0
4411,"Dixon, Dominik",63.0
4412,"Stevens, Alen",66.0
4413,"Clark, Brooke",59.0
4414,"Harrison, Frederick",55.0
4415,"Warren, Freddie",74.0
4416,"Dixon, Agata",92.0
4417,"Ryan, Oscar",68.0
4418,"Evans, Eleanor",43.0
4419,"Stewart, Joyce",60.0
4420,"Hunt, Amanda",62.0
4421,"Harper, Samantha",63.0
4422,"Roberts, Naomi",71.0
4423,"Allen, Daryl",82.0
4424,"Myers, Caroline",79.0
4425,"Roberts, Daisy",81.0
4426,"Scott, Jenna",93.0
4427,"Tucker, Vanessa",99.0
4428,"Campbell, Elian",45.0
4429,"Evans, Paige",69.0
4430,"Ross, Henry",61.0
4431,"Johnson, Camila",76.0
4432,"Reed, Alan",85.0
4433,"Ross, Bruce",62.0
4434,"Martin, Wilson",48.0
4435,"Ferguson, Richard",61.0
4436,"Perry, Amber",57.0
4437,"Henderson, Kirsten",67.0
4438,"Foster, Rubie",79.0
4439,"Martin, Martin",76.0
4440,"Johnson, Amy",73.0
4441,"Hall, Paige",59.0
4442,"Casey, Rubie",41.0
4443,"Ferguson, Rubie",81.0
4444,"Ross, Walter",83.0
4445,"Kelley, Charlie",100.0
4446,"Elliott, Catherine",65.0
4447,"Cole, Patrick",96.0
4448,"Ellis, Tony",88.0
4449,"Carter, Amy",65.0
4450,"Jones, Briony",88.0
4451,"Murray, James",60.0
4452,"Allen, Aida",54.0
4453,"Henderson, Annabella",59.0
4454,"Jones, Walter",29.0
4455,"Campbell, Daisy",100.0
4456,"West, Emma",65.0
4457,"Howard, Steven",60.0
4458,"Cole, Byron",79.0
4459,"Armstrong, Isabella",81.0
4460,"Murphy, Albert",84.0
4461,"Tucker, Thomas",51.0
4462,"Reed, Tony",68.0
4463,"Cunningham, Rubie",79.0
4464,"Adams, Abigail",71.0
4465,"Harris, Maria",68.0
4466,"Campbell, Amy",64.0
4467,"Brooks, Camila",63.0
4468,"Phillips, Vivian",44.0
4469,"Phillips, Abigail",96.0
4470,"Harrison, Alexia",68.0
4471,"Casey, Alan",79.0
4472,"Riley, Brooke",81.0
4473,"Harrison, Aida",72.0
4474,"Sullivan, Daryl",84.0
4475,"Crawford, Cherry",75.0
4476,"Spencer, Ryan",54.0
4477,"Davis, Briony",72.0
4478,"Armstrong, Valeria",48.0
4479,"Douglas, Fenton",78.0
4480,"Davis, Fenton",75.0
4481,"Cooper, Nicholas",88.0
4482,"Henderson, Myra",86.0
4483,"Ellis, Lilianna",79.0
4484,"Smith, Sabrina",74.0
4485,"Ryan, Freddie",82.0
4486,"Russell, Ashton",51.0
4487,"Allen, Marcus",63.0
4488,"Cooper, Lana",70.0
4489,"Owens, Lucia",75.0
4490,"Cole, Miley",67.0
4491,"Casey, Ada",59.0
4492,"Stewart, Alford",68.0
4493,"Stewart, Patrick",55.0
4494,"Henderson, Anna",85.0
4495,"Cunningham, Jenna",90.0
4496,"Warren, Ashton",42.0
4497,"Richardson, Ryan",67.0
4498,"Davis, Jessica",93.0
4499,"Moore, Elian",71.0
4500,"Chapman, Cherry",79.0
4501,"Harper, Maddie",78.0
4502,"Kelley, Caroline",45.0
4503,"Perry, Vivian",77.0
4504,"Bennett, Aldus",82.0
4505,"Watson, Brooke",66.0
4506,"Harris, Charlotte",50.0
4507,"Alexander, Owen",83.0
4508,"Scott, Frederick",58.0
4509,"Roberts, Kimberly",80.0
4510,"Hall, Ryan",69.0
4511,"Cameron, Frederick",92.0
4512,"Riley, Edgar",76.0
4513,"Warren, Wilson",69.0
4514,"Wright, Anna",59.0
4515,"Campbell, Eleanor",79.0
4516,"Davis, Isabella",100.0
4517,"Kelly, Ada",98.0
4518,"Richardson, Eleanor",92.0
4519,"Perkins, Lucia",60.0
4520,"Perkins, Kelvin",34.0
4521,"Barnes, Alissa",100.0
4522,"Chapman, Martin",68.0
4523,"Ryan, Julia",83.0
4524,"Hall, Henry",67.0
4525,"Morrison, Cadie",64.0
4526,"Hall, Elian",85.0
4527,"Owens, Fenton",74.0
4528,"Murphy, Maximilian",85.0
4529,"Alexander, Myra",33.0
4530,"Perry, Lily",75.0
4531,"Adams, Spike",34.0
4532,"Henderson, Catherine",81.0
4533,"Johnston, Lily",64.0
4534,"Thompson, Steven",65.0
4535,"Myers, Elise",50.0
4536,"Harrison, Isabella",45.0
4537,"Brooks, Aldus",55.0
4538,"Evans, Melissa",60.0
4539,"Williams, Ted",96.0
4540,"Spencer, Stella",85.0
4541,"Bennett, Vanessa",58.0
4542,"Miller, Alissa",100.0
4543,"Evans, Caroline",60.0
4544,"Carter, Ted",71.0
4545,"Watson, Emma",52.0
4546,"Stevens, Preston",86.0
4547,"West, Amanda",51.0
4548,"Mitchell, Wilson",77.0
4549,"Kelly, April",73.0
4550,"Stewart, Amy",64.0
4551,"Higgins, Frederick",78.0
4552,"Crawford, Alan",79.0
4553,"Cameron, Walter",73.0
4554,"Harper, Ted",65.0
4555,"Carter, Frederick",73.0
4556,"Roberts, Agata",92.0
4557,"Allen, Kelsey",83.0
4558,"Phillips, William",80.0
4559,"Chapman, Preston",71.0
4560,"Hall, April",79.0
4561,"Fowler, Lana",74.0
4562,"Douglas, Emma",79.0
4563,"Hawkins, Elise",82.0
4564,"Chapman, Stuart",70.0
4565,"Murphy, Maddie",79.0
4566,"Ellis, Daniel",69.0
4567,"Fowler, Abigail",63.0
4568,"Perry, Justin",73.0
4569,"Hunt, Vanessa",76.0
4570,"Johnston, Eddy",77.0
4571,"Ferguson, Ashton",55.0
4572,"Cunningham, Albert",92.0
4573,"Hunt, Nicholas",71.0
4574,"Wright, Maria",81.0
4575,"Perry, Michael",94.0
4576,"Phillips, Gianna",86.0
4577,"Miller, Jasmine",75.0
4578,"Carroll, Antony",68.0
4579,"Williams, Vanessa",78.0
4580,"Allen, Alexia",48.0
4581,"Johnston, Anna",51.0
4582,"Warren, Penelope",80.0
4583,"Russell, Brooke",76.0
4584,"Ross, Carlos",43.0
4585,"Elliott, Adrianna",95.0
4586,"Ross, Ashton",71.0
4587,"Martin, Jared",72.0
4588,"Farrell, David",88.0
4589,"Campbell, George",57.0
4590,"Richards, Cadie",56.0
4591,"Armstrong, Kelsey",61.0
4592,"Harper, Amber",58.0
4593,"Payne, Edgar",69.0
4594,"Miller, Fenton",85.0
4595,"Gray, Olivia",72.0
4596,"Chapman, Emma",68.0
4597,"Williams, Justin",65.0
4598,"Harper, Melanie",79.0
4599,"Holmes, Kristian",56.0
4600,"Carter, Martin",41.0
4601,"Murphy, Edith",68.0
4602,"Harris, Ellia",75.0
4603,"Henderson, Adrianna",64.0
4604,"Holmes, Byron",74.0
4605,"Ryan, Owen",87.0
4606,"Ferguson, Isabella",63.0
4607,"Perkins, Marcus",71.0
4608,"Fowler, Ted",83.0
4609,"Kelley, Melanie",89.0
4610,"Moore, Jack",75.0
4611,"Johnston, Oliver",63.0
4612,"Ross, Amber",84.0
4613,"Crawford, Justin",65.0
4614,"Tucker, Tiana",100.0
4615,"Smith, Richard",71.0
4616,"Harper, Alen",61.0
4617,"Williams, Naomi",62.0
4618,"Turner, Anna",61.0
4619,"Alexander, Justin",77.0
4620,"Alexander, Victor",39.0
4621,"Thompson, Miley",82.0
4622,"Perry, Rubie",93.0
4623,"Kelly, Catherine",90.0
4624,"Higgins, Julia",85.0
4625,"Cunningham, Derek",91.0
4626,"Johnson, Preston",57.0
4627,"Bailey, Brad",76.0
4628,"Brown, Owen",75.0
4629,"Adams, William",58.0
4630,"Wright, Eleanor",75.0
4631,"Bailey, George",84.0
4632,"Hill, Stella",80.0
4633,"Alexander, Kelsey",63.0
4634,"Cameron, Michael",79.0
4635,"Adams, Daniel",82.0
4636,"Evans, Tyler",92.0
4637,"Ellis, Garry",87.0
4638,"Mitchell, Maria",70.0
4639,"Barrett, Agata",50.0
4640,"Thompson, Bruce",74.0
4641,"Gibson, Tyler",50.0
4642,"Kelly, Sawyer",29.0
4643,"Dixon, Lana",78.0
4644,"Harper, Byron",79.0
4645,"Spencer, Jared",51.0
4646,"Campbell, Carina",59.0
4647,"Spencer, Martin",80.0
4648,"Murphy, Stuart",49.0
4649,"Myers, Antony",59.0
4650,"Harrison, Tiana",61.0
4651,"Casey, Kelsey",79.0
4652,"Richards, James",98.0
4653,"Barrett, Edith",79.0
4654,"Carroll, Reid",59.0
4655,"Higgins, Clark",80.0
4656,"Reed, Caroline",79.0
4657,"Carroll, Maria",59.0
4658,"Higgins, Brooke",64.0
4659,"Crawford, Daryl",65.0
4660,"Phillips, Alford",64.0
4661,"Wright, Arthur",45.0
4662,"Spencer, Thomas",33.0
4663,"Anderson, April",69.0
4664,"Ellis, Justin",72.0
4665,"Farrell, Adrianna",71.0
4666,"Morrison, James",87.0
4667,"Adams, Alisa",65.0
4668,"Spencer, Carina",55.0
4669,"Perkins, Maddie",62.0
4670,"Perkins, Caroline",84.0
4671,"Bennett, Alan",78.0
4672,"Owens, Brad",53.0
4673,"Cameron, Catherine",65.0
4674,"Riley, Lilianna",90.0
4675,"Kelly, Maddie",99.0
4676,"Dixon, Carina",59.0
4677,"Harrison, Ada",100.0
4678,"Ryan, Derek",70.0
4679,"Wilson, Lilianna",90.0
4680,"Phillips, Steven",61.0
4681,"Sullivan, Tony",40.0
4682,"Taylor, Thomas",89.0
4683,"Richards, Brooke",53.0
4684,"Chapman, Penelope",53.0
4685,"Ross, Camila",100.0
4686,"Foster, Tara",100.0
4687,"Gray, Sabrina",58.0
4688,"Holmes, Clark",100.0
4689,"Barnes, Amelia",100.0
4690,"Stewart, Cadie",44.0
4691,"Crawford, Arthur",49.0
4692,"Davis, Amber",62.0
4693,"Cunningham, Rafael",51.0
4694,"Ellis, Maximilian",52.0
4695,"Morrison, Kirsten",78.0
4696,"Hawkins, Maria",79.0
4697,"Cunningham, Oliver",55.0
4698,"Phillips, Freddie",88.0
4699,"Wilson, Ashton",74.0
4700,"Watson, Victor",100.0
4701,"Mitchell, Stella",51.0
4702,"Higgins, Eleanor",31.0
4703,"Kelley, Abigail",63.0
4704,"Fowler, Samantha",76.0
4705,"Russell, Alexia",59.0
4706,"Wilson, Tiana",69.0
4707,"Murphy, Daisy",57.0
4708,"Elliott, Julia",91.0
4709,"Barrett, Lana",88.0
4710,"Dixon, Clark",52.0
4711,"Wilson, Tyler",90.0
4712,"Tucker, Ryan",54.0
4713,"Foster, Tiana",77.0
4714,"West, Sawyer",52.0
4715,"Crawford, Maria",94.0
4716,"Cole, Marcus",70.0
4717,"Higgins, Michael",79.0
4718,"Moore, Kelvin",73.0
4719,"Wilson, Alen",100.0
4720,"Hunt, Jared",60.0
4721,"Russell, Garry",31.0
4722,"Cunningham, Amy",80.0
4723,"Johnston, Dominik",66.0
4724,"Johnston, Lucas",62.0
4725,"Henderson, Lucas",73.0
4726,"Campbell, Victoria",82.0
4727,"Reed, Dominik",72.0
4728,"Myers, Annabella",83.0
4729,"Russell, Reid",85.0
4730,"West, Lily",48.0
4731,"Anderson, Charlie",65.0
4732,"Ross, Tess",84.0
4733,"Brown, Justin",70.0
4734,"Holmes, George",93.0
4735,"Baker, Elian",75.0
4736,"Payne, Owen",69.0
4737,"Bailey, Annabella",81.0
4738,"Miller, Nicholas",91.0
4739,"Kelley, Kristian",72.0
4740,"Carter, Dominik",69.0
4741,"Payne, Jack",54.0
4742,"Clark, Elise",84.0
4743,"Crawford, Edith",71.0
4744,"Turner, Lily",81.0
4745,"Spencer, Kellan",65.0
4746,"Williams, Tyler",76.0
4747,"Fowler, Arthur",71.0
4748,"Warren, Tara",92.0
4749,"Bailey, Rafael",77.0
4750,"Richards, Lana",92.0
4751,"Brooks, Agata",60.0
4752,"Tucker, Sawyer",47.0
4753,"Riley, Rubie",98.0
4754,"Tucker, Daniel",63.0
4755,"Turner, Gianna",60.0
4756,"Crawford, Kristian",100.0
4757,"Watson, Oliver",68.0
4758,"Warren, Briony",66.0
4759,"Scott, Garry",69.0
4760,"Harris, Sawyer",75.0
4761,"Wright, Caroline",56.0
4762,"Watson, Jenna",80.0
4763,"Murphy, Freddie",75.0
4764,"Allen, Garry",60.0
4765,"Wright, Lana",51.0
4766,"Dixon, Vanessa",81.0
4767,"Barrett, Tiana",68.0
4768,"Higgins, Preston",69.0
4769,"Cameron, Alan",70.0
4770,"Smith, Sarah",93.0
4771,"Gray, Elise",76.0
4772,"Bailey, Amber",76.0
4773,"Evans, Patrick",85.0
4774,"Hall, Edgar",94.0
4775,"Hall, Oliver",89.0
4776,"Martin, Rubie",50.0
4777,"Miller, Lilianna",100.0
4778,"Adams, Kellan",82.0
4779,"Thompson, Eleanor",63.0
4780,"Riley, Nicholas",59.0
4781,"Jones, Kelsey",71.0
4782,"Roberts, Jasmine",63.0
4783,"Harper, Garry",67.0
4784,"Brooks, Oscar",52.0
4785,"Scott, Ryan",55.0
4786,"Tucker, Alisa",46.0
4787,"Hall, Amanda",66.0
4788,"Hill, Joyce",89.0
4789,"Richards, Daisy",63.0
4790,"Anderson, Martin",84.0
4791,"Ross, Maria",78.0
4792,"Cooper, Amber",82.0
4793,"Murray, Isabella",98.0
4794,"Crawford, Clark",73.0
4795,"Taylor, Ryan",40.0
4796,"Carter, Eddy",77.0
4797,"Perry, Arnold",87.0
4798,"Campbell, Lucia",83.0
4799,"Reed, Daniel",51.0
4800,"Russell, Paige",66.0
4801,"Murray, Alissa",72.0
4802,"Sullivan, Spike",63.0
4803,"Barrett, Stuart",60.0
4804,"Williams, Daryl",48.0
4805,"Cameron, Belinda",79.0
4806,"Mitchell, Daniel",54.0
4807,"Spencer, Melissa",58.0
4808,"Warren, Oscar",78.0
4809,"Wilson, Emma",74.0
4810,"West, Abigail",55.0
4811,"Alexander, Lucia",88.0
4812,"Cameron, Melanie",59.0
4813,"Kelly, Owen",55.0
4814,"Wilson, Walter",71.0
4815,"Barnes, Eddy",72.0
4816,"Elliott, Camila",50.0
4817,"West, Frederick",49.0
4818,"Williams, Eleanor",57.0
4819,"Cooper, Aldus",79.0
4820,"Ross, Charlotte",85.0
4821,"Perry, Cadie",53.0
4822,"Stevens, Sabrina",54.0
4823,"Payne, April",44.0
4824,"Stevens, Spike",77.0
4825,"Alexander, Jenna",81.0
4826,"Clark, Tess",87.0
4827,"Allen, Carlos",38.0
4828,"Crawford, Lily",69.0
4829,"Cole, Carina",59.0
4830,"Watson, Alissa",71.0
4831,"Taylor, Fenton",82.0
4832,"Murray, Eddy",65.0
4833,"Sullivan, Alan",46.0
4834,"Watson, Eleanor",43.0
4835,"Wright, Briony",81.0
4836,"Taylor, Valeria",49.0
4837,"Anderson, Bruce",68.0
4838,"Armstrong, Justin",79.0
4839,"Cameron, Ellia",55.0
4840,"Armstrong, Melanie",90.0
4841,"Howard, Frederick",50.0
4842,"Kelly, Arnold",43.0
4843,"Richards, Martin",44.0
4844,"Hawkins, Carlos",88.0
4845,"Hall, Ted",43.0
4846,"Martin, Brad",100.0
4847,"Tucker, Marcus",77.0
4848,"Crawford, Anna",62.0
4849,"Reed, Amanda",69.0
4850,"Allen, Chloe",51.0
4851,"Stevens, Amelia",36.0
4852,"Chapman, Caroline",58.0
4853,"Thompson, Vivian",87.0
4854,"Martin, Albert",57.0
4855,"Wilson, Jack",59.0
4856,"Adams, Miley",56.0
4857,"Cameron, Preston",71.0
4858,"Alexander, Frederick",50.0
4859,"Watson, Spike",77.0
4860,"Spencer, April",77.0
4861,"Richards, Thomas",74.0
4862,"Harrison, Bruce",90.0
4863,"Mitchell, Caroline",90.0
4864,"Phillips, Daryl",86.0
4865,"Perry, Spike",85.0
4866,"Bailey, Belinda",71.0
4867,"Bailey, Lana",74.0
4868,"Bennett, Aida",64.0
4869,"Hill, Justin",34.0
4870,"Elliott, Victor",52.0
4871,"Cole, Thomas",66.0
4872,"Martin, Kelsey",41.0
4873,"Harris, Naomi",79.0
4874,"Wilson, Edith",60.0
4875,"Owens, Alan",51.0
4876,"Douglas, Roland",82.0
4877,"Hall, Alisa",65.0
4878,"Warren, Lucas",100.0
4879,"Turner, Aldus",68.0
4880,"Thompson, Aldus",84.0
4881,"Alexander, Stella",78.0
4882,"Morrison, Tara",53.0
4883,"Ellis, Camila",49.0
4884,"Douglas, David",70.0
4885,"Gibson, James",56.0
4886,"Hawkins, Richard",63.0
4887,"Elliott, Henry",69.0
4888,"Barrett, Jessica",49.0
4889,"Clark, Alford",81.0
4890,"Johnson, Spike",26.0
4891,"Brooks, Carlos",61.0
4892,"Fowler, David",59.0
4893,"Tucker, Myra",63.0
4894,"Casey, Sabrina",70.0
4895,"Hawkins, Daniel",87.0
4896,"Richardson, Tyler",77.0
4897,"Thompson, Stella",73.0
4898,"Gibson, Charlie",67.0
4899,"Miller, Amber",38.0
4900,"Adams, Valeria",56.0
4901,"Kelly, Emma",87.0
4902,"Phillips, Amy",67.0
4903,"Mitchell, Ted",50.0
4904,"Cameron, Byron",99.0
4905,"Williams, Ellia",84.0
4906,"Bennett, Cherry",80.0
4907,"Carter, Natalie",55.0
4908,"Miller, Preston",77.0
4909,"Ross, Miley",99.0
4910,"Cameron, Fenton",33.0
4911,"Harper, Belinda",80.0
4912,"Russell, Daisy",48.0
4913,"Douglas, Vanessa",50.0
4914,"Hunt, Alisa",38.0
4915,"Chapman, Alexia",84.0
4916,"Watson, Fenton",93.0
4917,"Owens, Aida",30.0
4918,"Roberts, Antony",49.0
4919,"Bailey, Kellan",75.0
4920,"Cameron, Eddy",51.0
4921,"Owens, Alisa",58.0
4922,"Cameron, Ada",51.0
4923,"Spencer, Tess",78.0
4924,"Scott, Melanie",58.0
